           1 ;   2.0435818214905864E-012  -3.2101928066995345E-013   2.7697442793277008E-013   2.5374384344792692E-014   6.0778362598473749E-012  -5.1897709127985594E-013   4.2931843961899362E-013   7.0988183255165909E-014   7.7864358345951203E-012
           2 ;   9.8300176560856861E-012  -3.5381622820932642E-013   3.0878481730171583E-013   2.6326089965605220E-014   6.4476919561146046E-012  -5.6708309543827473E-013   4.7860811694677327E-013   7.2323170573487740E-014  -5.7306663337966944E-012
           3 ;  -3.6866404230963270E-012  -3.8505233955066838E-013   3.3924373635989885E-013   2.7664145253307062E-014   7.0098575277443829E-012  -6.1329361037880777E-013   5.2585622262322685E-013   7.4510978006993261E-014  -1.5577967796962594E-012
           4 ;   4.8578504179413857E-013  -4.2149620614053585E-013   3.7473624959633074E-013   2.9718510350454198E-014   7.4832611637481295E-012  -6.6896645649305802E-013   5.8133602620008675E-013   7.8249522968462829E-014  -1.2848857675610020E-011
           5 ;  -1.0804831764910048E-011  -4.4519058280129916E-013   3.9706194395052732E-013   3.2610213179069708E-014   8.0515485194151951E-012  -7.0523407160824136E-013   6.1599942683913580E-013   8.3708226307836517E-014  -2.6622309203235883E-012
           6 ;  -6.1909318804288066E-013  -4.8373849373692652E-013   4.3247014088558063E-013   3.7316740912289067E-014   8.9146917521031912E-012  -7.6572348218125399E-013   6.7141340003284994E-013   9.2903990380772015E-014   5.9954901538931736E-012
           7 ;   8.0386278861738813E-012  -5.4961883124245911E-013   4.9197995868837493E-013   4.5308528359386277E-014   1.0000862364138100E-011  -8.6935956755625529E-013   7.6355424581557726E-013   1.0879605528060011E-013   3.2268056756192158E-013
           8 ;   2.3662623890521392E-012  -6.0908707009664520E-013   5.4190165759361474E-013   5.7157383111086134E-014   1.1178337339658606E-011  -9.6556343642331492E-013   8.4138542780460282E-013   1.3191354761796979E-013   2.1529398950341010E-013
           9 ;   2.2588758109939680E-012  -6.7690136740598848E-013   5.9410496648194336E-013   7.4804385032234062E-014   1.2578813859307820E-011  -1.0727912104262588E-012   9.2021148787893074E-013   1.6512683260936333E-013  -3.0980120246695692E-012
          10 ;  -1.0544302031792159E-012  -7.2948466597644110E-013   6.2566581484582919E-013   9.8098392731345794E-014   1.4028699357173287E-011  -1.1521288326288723E-012   9.6350895811850468E-013   2.0599205502746678E-013   1.0230860534462218E-012
          11 ;   3.0666678749362969E-012  -8.0662888091501046E-013   6.7303676985485529E-013   1.3040283971223793E-013   1.6029015668683503E-011  -1.2623588202881407E-012   1.0271125164796995E-012   2.5759216202635721E-013  -1.0780221309487400E-012
          12 ;   9.6511560133178029E-013  -8.5483365689342161E-013   6.8918658070176874E-013   1.6469879773084959E-013   1.7255699562276880E-011  -1.3130636741968546E-012   1.0390560214462004E-012   3.0148108372024799E-013  -5.9490128638126269E-012
          13 ;  -3.9054310423222195E-012  -7.9910405313800287E-013   6.1949931194986122E-013   1.8114554050109988E-013   1.6315030887078611E-011  -1.1849373472823636E-012   9.1586642610541841E-013   3.0125387596826249E-013  -6.9957850626708084E-012
          14 ;  -4.9517591519709192E-012  -6.2707837876867492E-013   4.6965975701549194E-013   1.6141763400039659E-013   1.2522983417358549E-011  -8.8377574821963587E-013   6.8256950222854897E-013   2.3828990437254910E-013  -5.2057338955346158E-012
          15 ;  -3.1621520740442633E-012  -6.0552196122259458E-013   4.5357335009620798E-013   1.5979777231158194E-013   1.2086810847499542E-011  -8.5105077148044599E-013   6.5813392117513400E-013   2.3673723748869445E-013  -8.4076752687908581E-014
          16 ;   1.9595050688023391E-012  -7.6194424446162737E-013   5.6465821769274031E-013   2.1030499254500076E-013   1.5020523190343657E-011  -1.0730601606185134E-012   8.1411663701022158E-013   3.1059825064202858E-013  -6.4171191880693349E-012
          17 ;  -4.3735373665790357E-012  -7.7449587225549412E-013   5.6418807138596848E-013   2.3004396805957345E-013   1.4887128400033730E-011  -1.0877984746086571E-012   8.0778571464572012E-013   3.4060513446066163E-013  -4.3951416039753500E-012
          18 ;  -2.3515597824850952E-012  -8.6500291845866361E-013   6.0832529309027156E-013   2.8462108943179588E-013   1.6541526707220183E-011  -1.2100368528386865E-012   8.5930614823523884E-013   4.2241695583833759E-013  -7.2305294628897293E-012
          19 ;  -5.1869476413995060E-012  -8.9532589660518134E-013   5.8390373838439603E-013   3.4956611426388508E-013   1.6662923047480617E-011  -1.2382373368351341E-012   8.0300365176076258E-013   5.1956291894126353E-013  -7.7880183614116715E-013
          20 ;   1.2652240745590633E-012  -1.1629335761091836E-012   6.8946404686812970E-013   5.2424648640748001E-013   2.0899927274802134E-011  -1.5757723928399055E-012   9.1053242991710724E-013   7.6464468856679171E-013   2.4654986027122012E-012
          21 ;   4.5095245134123880E-012  -1.6622538070983592E-012   8.9346223117848259E-013   8.3453907850190019E-013   2.9135421725417107E-011  -2.1851358965070451E-012   1.1316603171767920E-012   1.1702933410418813E-012   7.3638931552921564E-013
          22 ;   2.7799711370193258E-012  -2.2889648865838461E-012   1.0922322373729605E-012   1.2804015423861758E-012   3.8458080922031157E-011  -2.8464694066926571E-012   1.3011220184430471E-012   1.6827510758182491E-012  -4.1506914953752744E-012
          23 ;  -2.1066655846752342E-012  -2.8668343086184734E-012   1.1481332965454290E-012   1.8241578623699894E-012   4.4413015667192037E-011  -3.2857625220654958E-012   1.2501610439698081E-012   2.1974576580476415E-012   5.8961834689708469E-012
          24 ;   7.9402093796710592E-012  -3.6595390287680434E-012   1.3250967213390876E-012   2.4655919985231919E-012   5.1743179642083674E-011  -3.8249936214225011E-012   1.3891374026443403E-012   2.6256256855752201E-012   3.3627411690075847E-012
          25 ;   5.4058789012881954E-012  -4.1492528209447656E-012   1.3995511188805755E-012   2.9110838502156013E-012   5.2070759708321931E-011  -3.9406346053561998E-012   1.4644251210790444E-012   2.6990979879957140E-012  -3.9583571614498503E-012
          26 ;  -1.9147753399590211E-012  -4.0425277323098242E-012   1.2944187415035854E-012   2.9453789600238134E-012   4.3711362459532533E-011  -3.5166050778800138E-012   1.3877124797618734E-012   2.3905555027609727E-012  -5.4282443022414215E-012
          27 ;  -3.3846624807510310E-012  -3.4729968602497388E-012   1.1513202761991859E-012   2.5620899067560913E-012   3.2602595610285637E-011  -2.8277803837719585E-012   1.3085418521709281E-012   1.8262652357847523E-012  -4.9023150926135890E-012
          28 ;  -2.8582891819133912E-012  -2.6346256384051209E-012   1.0406417892463420E-012   1.8849052576403607E-012   2.2252933099708151E-011  -2.0526611530519234E-012   1.2429254391108234E-012   1.1694909499509621E-012  -6.7541485962865147E-012
          29 ;  -4.7101226855863880E-012  -1.6647343775941452E-012   8.9672423099042549E-013   1.1180946520283753E-012   1.1777727326807037E-011  -1.2311827514463427E-012   1.0652928758966257E-012   5.8769478836465126E-013  -5.6632110485742268E-012
          30 ;  -3.6187410486641677E-012  -6.6921061279454525E-013   6.4855588214292952E-013   4.4087870419663277E-013  -5.4978541782123107E-013  -4.6371482149651994E-013   7.4284741348583292E-013   2.1503223499507892E-013   1.5877356474541271E-012
